
Image Name                     PID Services                                    
========================= ======== ============================================
System Idle Process              0 N/A                                         
System                           4 N/A                                         
Secure System                   92 N/A                                         
Registry                       132 N/A                                         
smss.exe                       524 N/A                                         
csrss.exe                      756 N/A                                         
wininit.exe                    880 N/A                                         
services.exe                   976 N/A                                         
LsaIso.exe                     996 N/A                                         
lsass.exe                     1004 KeyIso, SamSs, VaultSvc                     
svchost.exe                    696 BrokerInfrastructure, DcomLaunch, PlugPlay, 
                                   Power, SystemEventsBroker                   
fontdrvhost.exe                504 N/A                                         
svchost.exe                   1100 RpcEptMapper, RpcSs                         
svchost.exe                   1152 LSM                                         
svchost.exe                   1316 DeviceInstall                               
svchost.exe                   1324 NetSetupSvc                                 
svchost.exe                   1344 TermService                                 
svchost.exe                   1368 HvHost                                      
svchost.exe                   1492 NcbService                                  
svchost.exe                   1544 lmhosts                                     
svchost.exe                   1588 vmicheartbeat                               
svchost.exe                   1596 vmickvpexchange                             
svchost.exe                   1612 vmicshutdown                                
svchost.exe                   1676 WPDBusEnum                                  
svchost.exe                   1696 vmictimesync                                
svchost.exe                   1704 nsi                                         
svchost.exe                   1788 netprofm                                    
svchost.exe                   1960 Winmgmt                                     
vmms.exe                      2004 vmms                                        
svchost.exe                   1464 Dnscache                                    
svchost.exe                   2104 UmRdpService                                
svchost.exe                   2176 Dhcp                                        
svchost.exe                   2320 CertPropSvc                                 
svchost.exe                   2356 gpsvc                                       
svchost.exe                   2364 hns                                         
svchost.exe                   2440 WinHttpAutoProxySvc                         
svchost.exe                   2512 LanmanWorkstation                           
svchost.exe                   2520 EventLog                                    
svchost.exe                   2584 ProfSvc                                     
svchost.exe                   2592 EventSystem                                 
svchost.exe                   2608 Themes                                      
svchost.exe                   2696 SessionEnv                                  
svchost.exe                   2712 Schedule                                    
svchost.exe                   2812 SENS                                        
svchost.exe                   2872 nvagent                                     
svchost.exe                   2884 FontCache                                   
svchost.exe                   2904 AudioEndpointBuilder                        
svchost.exe                   3032 BFE, mpssvc                                 
svchost.exe                   2156 CoreMessagingRegistrar                      
svchost.exe                   3080 Audiosrv                                    
svchost.exe                   3100 TimeBrokerSvc                               
svchost.exe                   3132 TextInputManagementService                  
svchost.exe                   3220 Wcmsvc                                      
svchost.exe                   3256 ShellHWDetection                            
svchost.exe                   3300 SharedAccess                                
spoolsv.exe                   3376 Spooler                                     
svchost.exe                   3452 UserManager                                 
svchost.exe                   3516 AppHostSvc                                  
svchost.exe                   3524 StateRepository                             
svchost.exe                   3536 CryptSvc                                    
svchost.exe                   3544 DispBrokerDesktopSvc                        
svchost.exe                   3560 iphlpsvc                                    
svchost.exe                   3728 W3SVC, WAS                                  
svchost.exe                   3744 sacsvr                                      
svchost.exe                   3752 RemoteRegistry                              
SMSvcHost.exe                 3792 NetPipeActivator, NetTcpActivator,          
                                   NetTcpPortSharing                           
WaAppAgent.exe                3808 RdAgent                                     
MpDefenderCoreService.exe     3816 MDCoreSvc                                   
svchost.exe                   3860 TrkWks                                      
svchost.exe                   3892 W32Time                                     
sqlwriter.exe                 3900 SQLWriter                                   
sshd.exe                      3916 sshd                                        
MsMpEng.exe                   3956 WinDefend                                   
svchost.exe                   3992 WinRM                                       
WindowsAzureGuestAgent.ex     4012 WindowsAzureGuestAgent                      
svchost.exe                   4024 WpnService                                  
svchost.exe                   4036 WSAIFabricSvc                               
mqsvc.exe                     4064 MSMQ                                        
svchost.exe                   4084 LanmanServer                                
wslservice.exe                3144 WSLService                                  
WmiPrvSE.exe                  5020 N/A                                         
SMSvcHost.exe                 2148 NetMsmqActivator                            
svchost.exe                   4620 camsvc                                      
svchost.exe                   4904 AppXSvc                                     
vmcompute.exe                 5140 vmcompute                                   
taskhostw.exe                 4632 N/A                                         
svchost.exe                   2820 RmSvc                                       
svchost.exe                   6296 pla                                         
svchost.exe                   6304 wuauserv                                    
WmiPrvSE.exe                  6536 N/A                                         
svchost.exe                   6868 BITS                                        
WaSecAgentProv.exe            1936 N/A                                         
conhost.exe                   6124 N/A                                         
svchost.exe                   6628 DoSvc                                       
svchost.exe                   6668 StorSvc                                     
svchost.exe                   6584 ClipSVC                                     
WmiPrvSE.exe                  7148 N/A                                         
svchost.exe                   7460 wlidsvc                                     
svchost.exe                   7660 LicenseManager                              
csrss.exe                     8028 N/A                                         
winlogon.exe                  8096 N/A                                         
fontdrvhost.exe               8172 N/A                                         
dwm.exe                       7284 N/A                                         
svchost.exe                   1396 NgcSvc                                      
DefenderSessionHelper.exe     7828 N/A                                         
taskhostw.exe                 7768 N/A                                         
svchost.exe                   7800 WpnUserService_e110d                        
sihost.exe                    6840 N/A                                         
taskhostw.exe                 7184 N/A                                         
svchost.exe                   6212 NgcCtnrSvc                                  
explorer.exe                   556 N/A                                         
ShellHost.exe                 6056 N/A                                         
svchost.exe                   5284 AppReadiness                                
smartscreen.exe                836 N/A                                         
svchost.exe                   1772 Appinfo                                     
StartMenuExperienceHost.e     2688 N/A                                         
SearchHost.exe                 900 N/A                                         
RuntimeBroker.exe             1056 N/A                                         
svchost.exe                   5788 UdkUserSvc_e110d                            
svchost.exe                   8188 TokenBroker                                 
ctfmon.exe                    8668 N/A                                         
svchost.exe                   9128 CDPSvc                                      
UserOOBEBroker.exe            9204 N/A                                         
AzureArcSysTray.exe           9100 N/A                                         
WmiPrvSE.exe                  7272 N/A                                         
hosted-compute-agent           608 N/A                                         
conhost.exe                   7836 N/A                                         
OpenConsole.exe               9076 N/A                                         
WindowsTerminal.exe           6880 N/A                                         
provjobd.exe3010926735         912 N/A                                         
SecurityHealthService.exe     8656 SecurityHealthService                       
ServiceFabricLocalCluster     1032 N/A                                         
svchost.exe                   2128 DPS                                         
svchost.exe                   6724 WdiSystemHost                               
svchost.exe                   3396 PcaSvc                                      
svchost.exe                   7300 InventorySvc                                
msdtc.exe                     5516 MSDTC                                       
sppsvc.exe                    7440 sppsvc                                      
svchost.exe                    968 UALSVC                                      
Runner.Listener.exe           7076 N/A                                         
svchost.exe                   1968 UsoSvc                                      
Runner.Worker.exe             2552 N/A                                         
conhost.exe                   7900 N/A                                         
svchost.exe                   5724 WaaSMedicSvc                                
svchost.exe                   7968 cbdhsvc_e110d                               
MoUsoCoreWorker.exe           6060 N/A                                         
pwsh.exe                      8428 N/A                                         
cmd.exe                       6136 N/A                                         
tasklist.exe                  8524 N/A                                         
